 Frequencias (rad/s):  0024.593 |  0092.012 |  0094.703 |  0142.810 |  0150.822 |

 Modos de vibracao:    0.003496 | -0.000006 | -0.000779 |  0.003869 | -0.000090 |
                      -0.000612 | -0.002186 |  0.000808 | -0.001930 |  0.001923 |
                       0.003496 |  0.000006 | -0.000779 |  0.003869 |  0.000090 |
                       0.000612 | -0.002186 | -0.000808 |  0.001930 |  0.001923 |
                       0.002269 |  0.000473 |  0.000641 | -0.001488 |  0.001505 |
                      -0.001813 | -0.002985 |  0.002838 |  0.002681 | -0.003388 |
                       0.002248 |  0.000176 |  0.000875 | -0.000690 |  0.000434 |
                      -0.000596 | -0.002051 |  0.000714 | -0.001143 |  0.001797 |
                       0.002248 | -0.000176 |  0.000875 | -0.000690 | -0.000434 |
                       0.000596 | -0.002051 | -0.000714 |  0.001143 |  0.001797 |
                       0.002269 | -0.000473 |  0.000641 | -0.001488 | -0.001505 |
                       0.001813 | -0.002985 | -0.002838 | -0.002681 | -0.003388 |
                       0.000998 | -0.000004 |  0.002484 | -0.000557 | -0.000689 |
                      -0.001817 | -0.003087 |  0.002941 |  0.002913 | -0.003717 |
                       0.000996 | -0.000004 |  0.002397 | -0.000512 | -0.000628 |
                      -0.000507 | -0.001744 |  0.000311 |  0.000020 |  0.001129 |
                       0.000996 |  0.000004 |  0.002397 | -0.000512 |  0.000628 |
                       0.000507 | -0.001744 | -0.000311 | -0.000020 |  0.001129 |
                       0.000998 |  0.000004 |  0.002484 | -0.000557 |  0.000689 |
                       0.001817 | -0.003087 | -0.002941 | -0.002913 | -0.003717 |
                       0.000042 |  0.000042 |  0.001157 | -0.000231 |  0.000050 |
                      -0.000296 | -0.001097 | -0.000056 |  0.000045 |  0.000679 |
                       0.000042 | -0.000042 |  0.001157 | -0.000231 | -0.000050 |
                       0.000296 | -0.001097 |  0.000056 | -0.000045 |  0.000679 |
                     
